filename,speaker
/home/hanqing/1ASpeakerRecognition/ultraData/8/bad/1.wav,8
/home/hanqing/1ASpeakerRecognition/ultraData/8/bad/6.wav,8
/home/hanqing/1ASpeakerRecognition/ultraData/8/bad/16.wav,8
/home/hanqing/1ASpeakerRecognition/ultraData/14/bad/2.wav,14
/home/hanqing/1ASpeakerRecognition/ultraData/14/bad/10.wav,14
/home/hanqing/1ASpeakerRecognition/ultraData/14/bad/21.wav,14
/home/hanqing/1ASpeakerRecognition/ultraData/6/bad/9.wav,6
/home/hanqing/1ASpeakerRecognition/ultraData/6/bad/21.wav,6
/home/hanqing/1ASpeakerRecognition/ultraData/6/bad/2.wav,6
/home/hanqing/1ASpeakerRecognition/ultraData/9/bad/5.wav,9
/home/hanqing/1ASpeakerRecognition/ultraData/9/bad/21.wav,9
/home/hanqing/1ASpeakerRecognition/ultraData/9/bad/17.wav,9
/home/hanqing/1ASpeakerRecognition/ultraData/5/bad/13.wav,5
/home/hanqing/1ASpeakerRecognition/ultraData/5/bad/15.wav,5
/home/hanqing/1ASpeakerRecognition/ultraData/5/bad/26.wav,5
/home/hanqing/1ASpeakerRecognition/ultraData/7/bad/9.wav,7
/home/hanqing/1ASpeakerRecognition/ultraData/7/bad/18.wav,7
/home/hanqing/1ASpeakerRecognition/ultraData/7/bad/4.wav,7
/home/hanqing/1ASpeakerRecognition/ultraData/12/bad/2.wav,12
/home/hanqing/1ASpeakerRecognition/ultraData/12/bad/11.wav,12
/home/hanqing/1ASpeakerRecognition/ultraData/12/bad/21.wav,12
/home/hanqing/1ASpeakerRecognition/ultraData/3/bad/10.wav,3
/home/hanqing/1ASpeakerRecognition/ultraData/3/bad/22.wav,3
/home/hanqing/1ASpeakerRecognition/ultraData/3/bad/13.wav,3
/home/hanqing/1ASpeakerRecognition/ultraData/16/bad/8.wav,16
/home/hanqing/1ASpeakerRecognition/ultraData/16/bad/2.wav,16
/home/hanqing/1ASpeakerRecognition/ultraData/16/bad/24.wav,16
/home/hanqing/1ASpeakerRecognition/ultraData/10/bad/18.wav,10
/home/hanqing/1ASpeakerRecognition/ultraData/10/bad/5.wav,10
/home/hanqing/1ASpeakerRecognition/ultraData/10/bad/22.wav,10
/home/hanqing/1ASpeakerRecognition/ultraData/13/bad/11.wav,13
/home/hanqing/1ASpeakerRecognition/ultraData/13/bad/9.wav,13
/home/hanqing/1ASpeakerRecognition/ultraData/13/bad/19.wav,13
/home/hanqing/1ASpeakerRecognition/ultraData/11/bad/9.wav,11
/home/hanqing/1ASpeakerRecognition/ultraData/11/bad/5.wav,11
/home/hanqing/1ASpeakerRecognition/ultraData/11/bad/23.wav,11
/home/hanqing/1ASpeakerRecognition/ultraData/15/bad/22.wav,15
/home/hanqing/1ASpeakerRecognition/ultraData/15/bad/21.wav,15
/home/hanqing/1ASpeakerRecognition/ultraData/15/bad/9.wav,15
/home/hanqing/1ASpeakerRecognition/ultraData/4/bad/17.wav,4
/home/hanqing/1ASpeakerRecognition/ultraData/4/bad/16.wav,4
/home/hanqing/1ASpeakerRecognition/ultraData/4/bad/19.wav,4
